transaction_id,timestamp,source_account,destination_account,amount,currency,amount_received,currency_received,payment_type
TX0004337083,2022-09-09T04:27:00Z,70:100428660,1241:801CA76A0,71.13,US Dollar,71.13,US Dollar,Cheque
TX0004337125,2022-09-09T04:27:00Z,33751:801F32530,1601:801F33690,231.66,US Dollar,231.66,US Dollar,Credit Card
TX0004337132,2022-09-09T04:27:00Z,34313:801F7E350,3242:801F79C20,147.46,US Dollar,147.46,US Dollar,Cheque
TX0004337133,2022-09-09T04:27:00Z,12719:8016A2050,1362:801FA7E60,36.2,US Dollar,36.2,US Dollar,Cheque
TX0004337144,2022-09-09T04:27:00Z,1853:800F570C0,1124:80211A830,13421.84,US Dollar,13421.84,US Dollar,Cash
TX0004337146,2022-09-09T04:27:00Z,1467:80025F840,15723:802201130,4573.22,US Dollar,4573.22,US Dollar,Cheque
TX0004337159,2022-09-09T04:27:00Z,1688:8009580D0,1:8022673D0,420.77,US Dollar,420.77,US Dollar,Cheque
TX0004337161,2022-09-09T04:27:00Z,10:8001D2320,14077:80226D470,1261.8,US Dollar,1261.8,US Dollar,Cheque
TX0004337294,2022-09-09T04:27:00Z,513:800717740,16136:8029353C0,263.53,US Dollar,263.53,US Dollar,Cheque
TX0004337296,2022-09-09T04:27:00Z,36791:8028F01B0,1665:80290C7F0,368.77,US Dollar,368.77,US Dollar,ACH
TX0004337298,2022-09-09T04:27:00Z,22205:80166F4F0,23885:802966370,6.89,US Dollar,6.89,US Dollar,Credit Card
TX0004337435,2022-09-09T04:27:00Z,11904:802B2DA40,17222:80302CAE0,8583.05,US Dollar,8583.05,US Dollar,Cheque
TX0004337527,2022-09-09T04:27:00Z,24132:80320BB30,18015:8034553F0,1633.34,US Dollar,1633.34,US Dollar,Credit Card
TX0004337550,2022-09-09T04:27:00Z,1688:801614720,25547:8034CE2B0,2615.81,US Dollar,2615.81,US Dollar,Cheque
TX0004337558,2022-09-09T04:27:00Z,1292:80021D450,4242:8035137F0,2132.03,US Dollar,2132.03,US Dollar,Cash
TX0004337630,2022-09-09T04:27:00Z,1411:801123740,3420:803C8C330,42.23,US Dollar,42.23,US Dollar,Cheque
TX0004337676,2022-09-09T04:27:00Z,10614:803F0E970,18902:803F00790,42316.36,US Dollar,42316.36,US Dollar,ACH
TX0004337748,2022-09-09T04:27:00Z,17729:8043B7B70,111433:8043B84A0,2458.78,US Dollar,2458.78,US Dollar,ACH
TX0004337796,2022-09-09T04:27:00Z,21940:801A37170,19329:80424F530,698.5,US Dollar,698.5,US Dollar,Credit Card
TX0004337827,2022-09-09T04:27:00Z,2627:8011AEFA0,2053:804988940,6797.88,US Dollar,6797.88,US Dollar,Cheque
TX0004337850,2022-09-09T04:27:00Z,1665:80075F960,211075:804D22B10,171.86,US Dollar,171.86,US Dollar,Cheque
TX0004337859,2022-09-09T04:27:00Z,38942:804DD2F60,220:804DD1F80,95.25,US Dollar,95.25,US Dollar,ACH
TX0004337910,2022-09-09T04:27:00Z,6156:803285E30,2947:8050AE660,1044.47,US Dollar,1044.47,US Dollar,Cash
TX0004337911,2022-09-09T04:27:00Z,10:800E96260,15980:8050FD520,170.04,US Dollar,170.04,US Dollar,Cheque
TX0004337933,2022-09-09T04:27:00Z,1674:800CA0120,6075:8051927B0,497.94,US Dollar,497.94,US Dollar,Cheque
TX0004337988,2022-09-09T04:27:00Z,32613:805527680,27444:805527770,164.33,US Dollar,164.33,US Dollar,Cheque
TX0004338005,2022-09-09T04:27:00Z,2454:802C8D460,11813:8056F4260,18007.09,US Dollar,18007.09,US Dollar,Cheque
TX0004338008,2022-09-09T04:27:00Z,2454:802C8D460,11813:8056F4260,25023.47,US Dollar,25023.47,US Dollar,ACH
TX0004338012,2022-09-09T04:27:00Z,10:800E96260,14077:80577CE90,1061.44,US Dollar,1061.44,US Dollar,Cash
TX0004338081,2022-09-09T04:27:00Z,110603:80522E430,23885:805AB2FC0,1911.85,US Dollar,1911.85,US Dollar,Cash
TX0004338099,2022-09-09T04:27:00Z,21550:801A5E060,13917:805727550,29421.5,US Dollar,29421.5,US Dollar,Cheque
TX0004338132,2022-09-09T04:27:00Z,1068:800F48520,29089:805CC0AB0,544.51,US Dollar,544.51,US Dollar,Cheque
TX0004338146,2022-09-09T04:27:00Z,908:801FFD5D0,3144:805D9CDB0,228.69,US Dollar,228.69,US Dollar,Credit Card
TX0004338220,2022-09-09T04:27:00Z,2991:802FBB3D0,29089:8062EB700,7620.33,US Dollar,7620.33,US Dollar,Cash
TX0004338223,2022-09-09T04:27:00Z,313645:806317A70,11974:806317A20,44.55,US Dollar,44.55,US Dollar,ACH
TX0004338312,2022-09-09T04:27:00Z,1411:801563C60,216645:8067FDBE0,40260.17,US Dollar,40260.17,US Dollar,Cheque
TX0004338364,2022-09-09T04:27:00Z,1467:8002FC370,15723:806D1F280,335.51,US Dollar,335.51,US Dollar,Cheque
TX0004338420,2022-09-09T04:27:00Z,12979:804CCFB60,17425:807287100,17981.28,US Dollar,17981.28,US Dollar,Cheque
TX0004338427,2022-09-09T04:27:00Z,1665:800F92540,16788:807287770,1067.3,US Dollar,1067.3,US Dollar,Wire
TX0004338487,2022-09-09T04:27:00Z,70:100428660,1688:807440180,15.86,US Dollar,15.86,US Dollar,Credit Card
TX0004338502,2022-09-09T04:27:00Z,27444:805162290,12381:807586610,486.64,US Dollar,486.64,US Dollar,Cheque
TX0004338532,2022-09-09T04:27:00Z,316568:807805F00,70:100428660,207.75,US Dollar,207.75,US Dollar,Cash
TX0004338589,2022-09-09T04:27:00Z,3242:801E3E450,17753:807CA5C80,11.19,US Dollar,11.19,US Dollar,Wire
TX0004338634,2022-09-09T04:27:00Z,1411:8051859F0,6276:807E415B0,946497.27,US Dollar,946497.27,US Dollar,Cheque
TX0004338696,2022-09-09T04:27:00Z,1241:804B43600,114674:808383D20,212.51,US Dollar,212.51,US Dollar,Cheque
TX0004338787,2022-09-09T04:27:00Z,12735:8041EFE10,14325:808CDD630,652.34,US Dollar,652.34,US Dollar,Cheque
TX0004338788,2022-09-09T04:27:00Z,12735:8041EFE10,14325:808CDD630,135.83,US Dollar,135.83,US Dollar,Credit Card
TX0004338855,2022-09-09T04:27:00Z,70:100428660,7042:80920BED0,218.02,US Dollar,218.02,US Dollar,Credit Card
TX0004338869,2022-09-09T04:27:00Z,70:100428660,225156:80934C4A0,441.9,US Dollar,441.9,US Dollar,Cheque
TX0004338908,2022-09-09T04:27:00Z,6075:8024A5EE0,213580:80992F1D0,160.55,US Dollar,160.55,US Dollar,Credit Card
TX0004339037,2022-09-09T04:27:00Z,18679:80934B170,227786:80A186F20,2566.97,US Dollar,2566.97,US Dollar,Cheque
TX0004339044,2022-09-09T04:27:00Z,6179:804DE50F0,216645:80A19E490,83048.98,US Dollar,83048.98,US Dollar,ACH
TX0004339054,2022-09-09T04:27:00Z,4523:802E8B920,4503:80A3227D0,111172.28,US Dollar,111172.28,US Dollar,Cash
TX0004339066,2022-09-09T04:27:00Z,12446:807648E60,29089:80A39B610,509.76,US Dollar,509.76,US Dollar,Cheque
TX0004339082,2022-09-09T04:27:00Z,3051:809AF31C0,12803:80A52BA90,20951.72,US Dollar,20951.72,US Dollar,ACH
TX0004339088,2022-09-09T04:27:00Z,37568:80A589ED0,228597:80A599890,238.86,US Dollar,238.86,US Dollar,Cheque
TX0004339103,2022-09-09T04:27:00Z,21611:800FC7000,18819:80A75E790,448.62,US Dollar,448.62,US Dollar,Credit Card
TX0004339109,2022-09-09T04:27:00Z,70:100428660,111443:80A79B350,114.96,US Dollar,114.96,US Dollar,Credit Card
TX0004339180,2022-09-09T04:27:00Z,115363:80642CB50,11405:80AEA2810,2843.04,US Dollar,2843.04,US Dollar,Cheque
TX0004339187,2022-09-09T04:27:00Z,35187:80AEB7180,22828:80AEBF160,152.81,US Dollar,152.81,US Dollar,Credit Card
TX0004339204,2022-09-09T04:27:00Z,1:806CE3230,21813:80AFD4CB0,202.4,US Dollar,202.4,US Dollar,Cash
TX0004339221,2022-09-09T04:27:00Z,8354:807F77FE0,116715:80B38E170,121.17,US Dollar,121.17,US Dollar,Credit Card
TX0004339246,2022-09-09T04:27:00Z,27637:80651B6F0,218438:80B454B70,55.05,US Dollar,55.05,US Dollar,Cheque
TX0004339262,2022-09-09T04:27:00Z,29685:8053F3E60,23885:80B4C1E30,301.13,US Dollar,301.13,US Dollar,ACH
TX0004339279,2022-09-09T04:27:00Z,1241:80277B840,14077:80B5DDFB0,236.24,US Dollar,236.24,US Dollar,ACH
TX0004339283,2022-09-09T04:27:00Z,11471:801A45E70,226925:80B6240D0,2039.91,US Dollar,2039.91,US Dollar,Credit Card
TX0004339299,2022-09-09T04:27:00Z,12719:801243B40,6156:80B697330,0.18,US Dollar,0.18,US Dollar,Wire
TX0004339340,2022-09-09T04:27:00Z,16109:802FACB70,130637:80B8CC730,2626.15,US Dollar,2626.15,US Dollar,ACH
TX0004339348,2022-09-09T04:27:00Z,219860:807F50BD0,11904:80B9B0F50,226.31,US Dollar,226.31,US Dollar,Cheque
TX0004339367,2022-09-09T04:27:00Z,11904:8055AE3B0,29089:80BD39690,1589307.68,US Dollar,1589307.68,US Dollar,Cash
TX0004339417,2022-09-09T04:27:00Z,701:807C9FB80,223635:80BFB21F0,9.53,US Dollar,9.53,US Dollar,Wire
TX0004339425,2022-09-09T04:27:00Z,1411:809B15410,120766:80BFCF640,17597.87,US Dollar,17597.87,US Dollar,Cash
TX0004339440,2022-09-09T04:27:00Z,22205:802444CF0,227513:80C0106F0,15481.18,US Dollar,15481.18,US Dollar,Credit Card
TX0004339459,2022-09-09T04:27:00Z,10614:80571E030,6179:80C0E2810,1240.63,US Dollar,1240.63,US Dollar,Credit Card
TX0004339460,2022-09-09T04:27:00Z,10614:80571E030,6179:80C0E2810,346.89,US Dollar,346.89,US Dollar,ACH
TX0004339473,2022-09-09T04:27:00Z,70:100428660,22164:80C15EFC0,429.9,US Dollar,429.9,US Dollar,Credit Card
TX0004339549,2022-09-09T04:27:00Z,8805:8037AD470,211212:80C844940,62.35,US Dollar,62.35,US Dollar,Credit Card
TX0004339567,2022-09-09T04:27:00Z,1588:80080DBF0,13327:80CA22AA0,4832.81,US Dollar,4832.81,US Dollar,Cash
TX0004339618,2022-09-09T04:27:00Z,13327:801D63BD0,17401:80D009F50,4944.04,US Dollar,4944.04,US Dollar,Credit Card
TX0004339628,2022-09-09T04:27:00Z,335767:80D04C5C0,16136:80D01E8F0,166.77,US Dollar,166.77,US Dollar,Cheque
TX0004339641,2022-09-09T04:27:00Z,1411:801958700,128121:80B7B6860,2663.79,US Dollar,2663.79,US Dollar,Credit Card
TX0004339644,2022-09-09T04:27:00Z,328712:80D12C860,21360:80D12C420,86.63,US Dollar,86.63,US Dollar,Cheque
TX0004339711,2022-09-09T04:27:00Z,13327:801464C50,236268:80D416650,3.56,US Dollar,3.56,US Dollar,Cheque
TX0004339757,2022-09-09T04:27:00Z,326294:80D72DF60,326294:80D72DF60,237.09,Canadian Dollar,179.71,US Dollar,ACH
TX0004339758,2022-09-09T04:27:00Z,326294:80D72DF60,12735:80D72D9D0,179.71,US Dollar,179.71,US Dollar,ACH
TX0004339782,2022-09-09T04:27:00Z,8595:804CEF230,18549:80D7BE350,6.17,US Dollar,6.17,US Dollar,Credit Card
TX0004339784,2022-09-09T04:27:00Z,12381:802EE4D60,1665:80D7E3650,6025.13,US Dollar,6025.13,US Dollar,Credit Card
TX0004339817,2022-09-09T04:27:00Z,224449:80A52C560,124331:80DA5D8E0,25.8,US Dollar,25.8,US Dollar,Credit Card
TX0004339821,2022-09-09T04:27:00Z,1665:800C185C0,135981:80DA71740,2708.87,US Dollar,2708.87,US Dollar,Cheque
TX0004339844,2022-09-09T04:27:00Z,1047:80824B110,236418:80DBD1570,313.33,US Dollar,313.33,US Dollar,Credit Card
TX0004339846,2022-09-09T04:27:00Z,16535:80709E960,228921:80DC62730,344.67,US Dollar,344.67,US Dollar,Credit Card
TX0004339853,2022-09-09T04:27:00Z,6075:802A14BF0,132554:80DC76800,422.48,US Dollar,422.48,US Dollar,ACH
TX0004339874,2022-09-09T04:27:00Z,70:100428660,18679:80AB51FD0,7141.98,US Dollar,7141.98,US Dollar,Credit Card
TX0004339892,2022-09-09T04:27:00Z,1420:8006524E0,2824:80DF104D0,162.43,US Dollar,162.43,US Dollar,Cheque
TX0004339908,2022-09-09T04:27:00Z,27444:806E79350,5140:80DF8AF90,113.65,US Dollar,113.65,US Dollar,Cash
TX0004339944,2022-09-09T04:27:00Z,122151:808FBE0A0,13917:80E047FB0,580976.14,US Dollar,580976.14,US Dollar,Cash
TX0004339968,2022-09-09T04:27:00Z,11471:80C3F2E40,226331:80E0E31D0,209710.81,US Dollar,209710.81,US Dollar,Cheque
TX0004339970,2022-09-09T04:27:00Z,33392:80E0F1AB0,137917:80E0F1F90,2974.91,US Dollar,2974.91,US Dollar,ACH
TX0004339981,2022-09-09T04:27:00Z,70:100428660,37964:80E158220,29.86,US Dollar,29.86,US Dollar,Cheque
TX0004340041,2022-09-09T04:27:00Z,2824:8063BB3D0,138167:80E5300F0,55914.4,US Dollar,55914.4,US Dollar,Cheque
TX0004340045,2022-09-09T04:27:00Z,70:100428660,113744:80E614740,598.33,US Dollar,598.33,US Dollar,Credit Card
TX0004340177,2022-09-09T04:27:00Z,17425:80EC78E80,11157:80F672AD0,267.33,US Dollar,267.33,US Dollar,Cheque
TX0004340189,2022-09-09T04:27:00Z,16224:80CBDEEE0,1047:80F9012F0,264366.45,US Dollar,264366.45,US Dollar,ACH
TX0004340198,2022-09-09T04:27:00Z,15768:806B91000,136262:80F9C53D0,19913.28,US Dollar,19913.28,US Dollar,Cash
TX0004340299,2022-09-09T04:27:00Z,222363:80A6AE800,21611:81003AE70,1727.92,US Dollar,1727.92,US Dollar,ACH
TX0004340307,2022-09-09T04:27:00Z,1686:80B5577B0,12719:8101AFEE0,6556.6,US Dollar,6556.6,US Dollar,Cheque
TX0004340456,2022-09-09T04:27:00Z,2439:804560F50,40933:810B57570,23131.08,US Dollar,23131.08,US Dollar,Credit Card
TX0004340524,2022-09-09T04:27:00Z,12735:8022A3940,45862:81105CE40,620.54,US Dollar,620.54,US Dollar,Credit Card
TX0004340576,2022-09-09T04:27:00Z,3382:811457270,18617:811457220,35.27,US Dollar,35.27,US Dollar,Cheque
TX0004340614,2022-09-09T04:27:00Z,25547:80347E2D0,214609:8117BAD60,426.17,US Dollar,426.17,US Dollar,Cheque
TX0004340640,2022-09-09T04:27:00Z,33308:811A388B0,128121:811A37CC0,181.86,US Dollar,181.86,US Dollar,Cheque
TX0004340646,2022-09-09T04:27:00Z,23537:80160F270,44041:811A97E20,158.9,US Dollar,158.9,US Dollar,Cheque
TX0004340661,2022-09-09T04:27:00Z,232880:8113F39E0,16586:811C61F80,972.06,US Dollar,972.06,US Dollar,Credit Card
TX0004340672,2022-09-09T04:27:00Z,13037:8011B4700,116845:811CA28D0,90.7,US Dollar,90.7,US Dollar,Cheque
TX0004340693,2022-09-09T04:27:00Z,233580:80E3137B0,214609:811E265F0,18513.8,US Dollar,18513.8,US Dollar,Credit Card
TX0004340712,2022-09-09T04:27:00Z,346694:8120D8D60,146265:8120D8AA0,391.42,US Dollar,391.42,US Dollar,Credit Card
TX0004340755,2022-09-09T04:27:00Z,311127:812451830,223635:81245BAF0,460.37,US Dollar,460.37,US Dollar,Cheque
TX0004340769,2022-09-09T04:27:00Z,4726:803EE5EE0,145386:8124F7E40,734.95,US Dollar,734.95,US Dollar,Cheque
TX0004340799,2022-09-09T04:27:00Z,18819:805BB5750,1420:81280BCA0,946.26,US Dollar,946.26,US Dollar,ACH
TX0004340809,2022-09-09T04:27:00Z,17246:812173160,20226:812843360,325.37,US Dollar,325.37,US Dollar,Cheque
TX0004340819,2022-09-09T04:27:00Z,30775:80B800BD0,130435:812971FC0,15.87,US Dollar,15.87,US Dollar,Credit Card
TX0004340822,2022-09-09T04:27:00Z,16224:808F9F270,145386:8129931E0,25814.47,US Dollar,25814.47,US Dollar,Cheque
TX0004340831,2022-09-09T04:27:00Z,2053:80B46FD30,15768:812A557C0,33636.86,US Dollar,33636.86,US Dollar,Cheque
TX0004340871,2022-09-09T04:27:00Z,351140:812BCD740,120046:812C4EF30,150.52,US Dollar,150.52,US Dollar,ACH
TX0004340934,2022-09-09T04:27:00Z,113798:8082C2D50,19535:8130DAA60,1281.44,US Dollar,1281.44,US Dollar,Cheque
TX0004341001,2022-09-09T04:27:00Z,1457:8063153B0,33426:8133E6A90,188.53,US Dollar,188.53,US Dollar,ACH
TX0004341006,2022-09-09T04:27:00Z,6276:806E99170,29685:8133F21C0,363.79,US Dollar,363.79,US Dollar,Credit Card
TX0004341045,2022-09-09T04:27:00Z,352963:8136677B0,224466:813668440,559.94,US Dollar,559.94,US Dollar,ACH
TX0004341065,2022-09-09T04:27:00Z,16847:8130FBAB0,16847:8130FBAB0,65434.83,Euro,76675.45,US Dollar,ACH
TX0004341066,2022-09-09T04:27:00Z,16847:8130FBAB0,8771:8137EEB20,76675.45,US Dollar,76675.45,US Dollar,Cheque
TX0004341076,2022-09-09T04:27:00Z,127760:8103F5860,215266:8138FCDB0,1398.94,US Dollar,1398.94,US Dollar,Cash
TX0004341094,2022-09-09T04:27:00Z,353545:81393D500,116715:81394BAD0,539.0,US Dollar,539.0,US Dollar,Credit Card
TX0004341108,2022-09-09T04:27:00Z,28800:8118BE780,40187:8139DCB60,3167.13,US Dollar,3167.13,US Dollar,Credit Card
TX0004341113,2022-09-09T04:27:00Z,338291:8139F8F30,3698:8139F81C0,40.97,US Dollar,40.97,US Dollar,Credit Card
TX0004341172,2022-09-09T04:27:00Z,70:100428660,136110:813CFEA60,890.29,US Dollar,890.29,US Dollar,Cheque
TX0004341205,2022-09-09T04:27:00Z,13327:80D4205C0,1068:813F21900,10.99,US Dollar,10.99,US Dollar,Cash
TX0004341213,2022-09-09T04:27:00Z,12:800668A80,135290:81401D560,2348.18,US Dollar,2348.18,US Dollar,Cheque
TX0004341312,2022-09-09T04:27:00Z,233564:80DCB15C0,141045:814754930,9532.54,US Dollar,9532.54,US Dollar,Credit Card
TX0004341339,2022-09-09T04:27:00Z,41837:81211D490,41837:81211D490,4189.64,Yuan,625.54,US Dollar,ACH
TX0004341340,2022-09-09T04:27:00Z,41837:81211D490,231786:8148A8160,625.54,US Dollar,625.54,US Dollar,Credit Card
TX0004341414,2022-09-09T04:27:00Z,20:800122600,11:8002DBAE0,209.88,Euro,209.88,Euro,Cheque
TX0004341429,2022-09-09T04:27:00Z,70:1004286A8,1502:800446CB0,1521.7,Euro,1521.7,Euro,Cheque
TX0004341438,2022-09-09T04:27:00Z,20:8002516E0,1490:8004F9E10,1271.78,Euro,1271.78,Euro,Wire
TX0004341482,2022-09-09T04:27:00Z,1502:800329BC0,21387:800918280,5.83,Euro,5.83,Euro,Wire
TX0004341493,2022-09-09T04:27:00Z,410:80048F540,22:800980710,93.0,Euro,93.0,Euro,Credit Card
TX0004341513,2022-09-09T04:27:00Z,23:8004F5EB0,410:800A07810,1239.66,Euro,1239.66,Euro,Credit Card
TX0004341526,2022-09-09T04:27:00Z,410:8009B9FB0,21831:800B5A760,246.18,Euro,246.18,Euro,Cheque
TX0004341569,2022-09-09T04:27:00Z,410:8003AA6D0,1502:800FD1AF0,495.69,Euro,495.69,Euro,Credit Card
TX0004341593,2022-09-09T04:27:00Z,1490:80103DE90,11056:801061DD0,9337.9,Euro,9337.9,Euro,Credit Card
TX0004341652,2022-09-09T04:27:00Z,32544:8014BDF60,3045:8014C1A20,460.74,Euro,460.74,Euro,Cheque
TX0004341661,2022-09-09T04:27:00Z,11852:800B68550,1299:8014E0BA0,1135.55,Euro,1135.55,Euro,Cash
TX0004341664,2022-09-09T04:27:00Z,11056:8006C08F0,21749:8014F53D0,81319.75,Euro,81319.75,Euro,ACH
TX0004341678,2022-09-09T04:27:00Z,11:8013C3500,23691:8015919D0,739.76,Euro,739.76,Euro,Credit Card
TX0004341685,2022-09-09T04:27:00Z,410:8014B1510,1522:8015A30B0,193.77,Euro,193.77,Euro,ACH
TX0004341751,2022-09-09T04:27:00Z,32378:80193F020,23344:80193F070,351.8,Euro,351.8,Euro,ACH
TX0004341787,2022-09-09T04:27:00Z,11056:8015C4660,12513:801B43790,531.88,Euro,531.88,Euro,Cheque
TX0004341804,2022-09-09T04:27:00Z,1490:801362070,3489:801CBF8C0,1542.23,Euro,1542.23,Euro,Cheque
TX0004341848,2022-09-09T04:27:00Z,1501:8014A6AA0,24144:801F03140,1337.72,Euro,1337.72,Euro,Credit Card
TX0004341878,2022-09-09T04:27:00Z,22:800AA8DC0,15055:801FC4B10,4539042.07,Euro,4539042.07,Euro,Cash
TX0004341893,2022-09-09T04:27:00Z,13265:8014D3E70,15055:801FF8A60,1377.02,Euro,1377.02,Euro,Credit Card
TX0004341900,2022-09-09T04:27:00Z,70:1004286A8,3335:8020CF680,126.19,Euro,126.19,Euro,Cheque
TX0004341907,2022-09-09T04:27:00Z,3881:801E3AB60,12561:802104D20,3992.47,Euro,3992.47,Euro,Credit Card
TX0004341939,2022-09-09T04:27:00Z,12004:8016D84F0,12:8023B1D10,151.4,Euro,151.4,Euro,Cheque
TX0004341945,2022-09-09T04:27:00Z,70:1004286A8,410:802419120,100.19,Euro,100.19,Euro,Cash
TX0004342008,2022-09-09T04:27:00Z,36573:8026BE1A0,3045:802705820,190.81,Euro,190.81,Euro,Cheque
TX0004342043,2022-09-09T04:27:00Z,12561:801053630,26624:8028EA160,273.49,Euro,273.49,Euro,Cash
TX0004342068,2022-09-09T04:27:00Z,36606:802994B50,21831:80299F590,630.06,Euro,630.06,Euro,ACH
TX0004342136,2022-09-09T04:27:00Z,70:1004286A8,13862:802D389C0,308.88,Euro,308.88,Euro,Cheque
TX0004342137,2022-09-09T04:27:00Z,21387:802285660,16011:80280A540,3842.12,Euro,3842.12,Euro,Cheque
TX0004342166,2022-09-09T04:27:00Z,2915:800EC8230,1665:802DE79E0,7120075.02,Euro,7120075.02,Euro,Cash
TX0004342176,2022-09-09T04:27:00Z,20:800968D40,23344:802E9D2B0,92.79,Euro,92.79,Euro,Cash
TX0004342213,2022-09-09T04:27:00Z,14663:802C2BF80,8074:80319CBE0,3255370.58,Euro,3255370.58,Euro,Cheque
TX0004342227,2022-09-09T04:27:00Z,12513:802AF4AB0,20:803272CF0,35664.35,Euro,35664.35,Euro,Cheque
TX0004342242,2022-09-09T04:27:00Z,25866:80251A810,27616:803371840,818.25,Euro,818.25,Euro,Credit Card
TX0004342252,2022-09-09T04:27:00Z,12004:802DDFCC0,16254:8033DD2D0,357.18,Euro,357.18,Euro,Cheque
TX0004342354,2022-09-09T04:27:00Z,13862:802960DC0,13083:804382960,2961.86,Euro,2961.86,Euro,Credit Card
TX0004342396,2022-09-09T04:27:00Z,36639:804900F90,16254:80491FEF0,126.89,Euro,126.89,Euro,Cash
TX0004342434,2022-09-09T04:27:00Z,12:800167A40,210617:80507C030,941.59,Euro,941.59,Euro,Cheque
TX0004342452,2022-09-09T04:27:00Z,13057:8029D3680,8539:8052B8C10,256.22,Euro,256.22,Euro,Cheque
TX0004342468,2022-09-09T04:27:00Z,70:1004286A8,29069:80530EFE0,4779.4,Euro,4779.4,Euro,Credit Card
TX0004342509,2022-09-09T04:27:00Z,36349:805961DC0,17615:8048BD760,646.93,Euro,646.93,Euro,ACH
TX0004342533,2022-09-09T04:27:00Z,16450:80510B2E0,15231:805B59BA0,387.95,Euro,387.95,Euro,Credit Card
TX0004342537,2022-09-09T04:27:00Z,1299:8025196B0,28711:805DFA380,11.15,Euro,11.15,Euro,Credit Card
TX0004342604,2022-09-09T04:27:00Z,35327:8068A5400,13345:8068A50E0,1186.78,Euro,1186.78,Euro,Cheque
TX0004342609,2022-09-09T04:27:00Z,27920:805396BF0,214100:8068CDCB0,1658.33,Euro,1658.33,Euro,Cheque
TX0004342663,2022-09-09T04:27:00Z,1655:801E5ECF0,211164:807233920,4719.65,Euro,4719.65,Euro,Cheque
TX0004342726,2022-09-09T04:27:00Z,4600:801B654E0,12513:807834EA0,13135.55,Euro,13135.55,Euro,Cheque
TX0004342751,2022-09-09T04:27:00Z,1502:8020E45D0,26818:8078A3BF0,19.97,Euro,19.97,Euro,Wire
TX0004342777,2022-09-09T04:27:00Z,11:80432C880,14663:8079865C0,5776.77,Euro,5776.77,Euro,Credit Card
TX0004342907,2022-09-09T04:27:00Z,1024:807FDEF70,115415:8082DF660,20868.12,Euro,20868.12,Euro,Credit Card
TX0004342917,2022-09-09T04:27:00Z,410:802A6AC10,117999:80848CB70,2862.53,Euro,2862.53,Euro,Cheque
TX0004342924,2022-09-09T04:27:00Z,25866:8012749F0,219805:8085171B0,3054.92,Euro,3054.92,Euro,Cheque
TX0004342947,2022-09-09T04:27:00Z,15643:807AD7C90,27140:808836230,463.91,Euro,463.91,Euro,Cheque
TX0004343019,2022-09-09T04:27:00Z,1490:8025EEB70,24840:8093EC820,1867.36,Euro,1867.36,Euro,Cheque
TX0004343031,2022-09-09T04:27:00Z,318071:809477F70,410:809479AA0,200.24,Euro,200.24,Euro,Cheque
TX0004343037,2022-09-09T04:27:00Z,22:800123440,124261:8094C9940,494.59,Euro,494.59,Euro,Cheque
TX0004343044,2022-09-09T04:27:00Z,325679:809551D90,13516:809549D70,83.86,Euro,83.86,Euro,Credit Card
TX0004343052,2022-09-09T04:27:00Z,11:800043F20,120709:8097BDF90,212.31,Euro,212.31,Euro,Credit Card
TX0004343163,2022-09-09T04:27:00Z,23525:8031C9C80,214322:80AF07CD0,2652.64,Euro,2652.64,Euro,Credit Card
TX0004343222,2022-09-09T04:27:00Z,29794:8088913F0,213137:80B7D7E00,159.3,Euro,159.3,Euro,Cheque
TX0004343224,2022-09-09T04:27:00Z,70:1004286A8,14663:80B845A80,9324.07,Euro,9324.07,Euro,Cheque
TX0004343237,2022-09-09T04:27:00Z,5464:8093B3FB0,218050:80B906C60,637.99,Euro,637.99,Euro,Cheque
TX0004343258,2022-09-09T04:27:00Z,217959:8068B7F00,28711:80B97EAB0,1105.22,Euro,1105.22,Euro,Cheque
TX0004343329,2022-09-09T04:27:00Z,20:80102A1F0,25382:80BC214C0,8.17,Euro,8.17,Euro,ACH
TX0004343346,2022-09-09T04:27:00Z,34512:80BD7F2D0,17615:80BD821B0,128.42,Euro,128.42,Euro,Credit Card
TX0004343378,2022-09-09T04:27:00Z,112354:80C121C20,223240:80C2867F0,10863.5,Euro,10863.5,Euro,Credit Card
TX0004343399,2022-09-09T04:27:00Z,1024:809430800,16871:80C53BF20,23184.8,Euro,23184.8,Euro,Credit Card
TX0004343459,2022-09-09T04:27:00Z,3335:801971680,1665:80D38C220,760.4,Euro,760.4,Euro,Credit Card
TX0004343464,2022-09-09T04:27:00Z,311528:80D3DC320,223030:80D3DF9B0,432.79,Euro,432.79,Euro,Cheque
TX0004343508,2022-09-09T04:27:00Z,24850:80663D650,115656:80DA974F0,13671.92,Euro,13671.92,Euro,Cheque
TX0004343559,2022-09-09T04:27:00Z,25960:80ABEDB00,31144:80E12E080,8155.16,Euro,8155.16,Euro,Cheque
TX0004343594,2022-09-09T04:27:00Z,20:802220820,214322:80E61B870,113.28,Euro,113.28,Euro,Cheque
TX0004343619,2022-09-09T04:27:00Z,25768:804B73690,27140:80E7438F0,136.58,Euro,136.58,Euro,Cheque
TX0004343648,2022-09-09T04:27:00Z,13057:8031F61E0,117660:80EBD6280,1546.26,Euro,1546.26,Euro,Cheque
TX0004343659,2022-09-09T04:27:00Z,1502:807838020,17863:80EC4F7A0,175.29,Euro,175.29,Euro,ACH
TX0004343688,2022-09-09T04:27:00Z,341407:80F269620,238286:80F27BA70,458.76,Euro,458.76,Euro,ACH
